umur_alat,jam_operasional,kondisi_terakhir,jumlah_perbaikan,lokasi_operasi,jenis_alat,label_risiko
12,802,Baik,6,Risiko Sedang,Backhoe Loader,Risiko Rendah
24,509,Rusak,2,Risiko Sedang,Motor Grader,Risiko Tinggi
12,639,Rusak,10,Risiko Tinggi,Forklift,Risiko Sedang
8,4579,Dalam Perbaikan,6,Risiko Sedang,Lainnya,Risiko Sedang
11,5213,Rusak,7,Risiko Tinggi,Wheel Loader,Risiko Tinggi
3,7973,Rusak,2,Risiko Rendah,Dump Truck,Risiko Tinggi
22,3971,Dalam Perbaikan,7,Risiko Rendah,Dump Truck,Risiko Tinggi
10,967,Dalam Perbaikan,3,Risiko Sedang,Wheel Loader,Risiko Sedang
25,6115,Baik,8,Risiko Sedang,Backhoe Loader,Risiko Tinggi
7,6982,Rusak,1,Risiko Rendah,Crane,Risiko Tinggi
8,2372,Baik,8,Risiko Rendah,Backhoe Loader,Risiko Rendah
15,2497,Rusak,4,Risiko Sedang,Wheel Loader,Risiko Tinggi
26,6481,Baik,2,Risiko Tinggi,Forklift,Risiko Tinggi
25,7674,Rusak,4,Risiko Rendah,Bulldozer,Risiko Tinggi
0,6059,Rusak,0,Risiko Rendah,Dump Truck,Risiko Tinggi
15,553,Baik,6,Risiko Sedang,Lainnya,Risiko Tinggi
17,4634,Rusak,5,Risiko Sedang,Wheel Loader,Risiko Tinggi
0,5898,Dalam Perbaikan,2,Risiko Rendah,Dump Truck,Risiko Tinggi
6,3775,Rusak,10,Risiko Sedang,Bulldozer,Risiko Sedang
3,2664,Baik,9,Risiko Tinggi,Lainnya,Risiko Rendah
13,3172,Baik,6,Risiko Sedang,Dump Truck,Risiko Tinggi
25,7848,Dalam Perbaikan,7,Risiko Tinggi,Compactor,Risiko Tinggi
6,725,Baik,0,Risiko Tinggi,Compactor,Risiko Rendah
9,5285,Baik,10,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
20,7824,Dalam Perbaikan,8,Risiko Tinggi,Excavator,Risiko Tinggi
8,4274,Baik,7,Risiko Tinggi,Excavator,Risiko Sedang
23,5392,Dalam Perbaikan,2,Risiko Rendah,Compactor,Risiko Tinggi
1,1685,Baik,9,Risiko Sedang,Backhoe Loader,Risiko Rendah
1,4370,Dalam Perbaikan,5,Risiko Sedang,Lainnya,Risiko Sedang
25,4026,Baik,5,Risiko Sedang,Bulldozer,Risiko Tinggi
13,197,Dalam Perbaikan,5,Risiko Sedang,Compactor,Risiko Tinggi
24,939,Baik,8,Risiko Rendah,Compactor,Risiko Tinggi
22,1496,Rusak,1,Risiko Rendah,Compactor,Risiko Tinggi
13,5559,Baik,0,Risiko Tinggi,Crane,Risiko Tinggi
21,222,Dalam Perbaikan,0,Risiko Sedang,Forklift,Risiko Tinggi
23,2621,Baik,6,Risiko Sedang,Compactor,Risiko Tinggi
14,7713,Baik,0,Risiko Rendah,Motor Grader,Risiko Tinggi
2,4890,Dalam Perbaikan,3,Risiko Sedang,Dump Truck,Risiko Sedang
2,4132,Rusak,1,Risiko Sedang,Excavator,Risiko Sedang
16,3807,Dalam Perbaikan,6,Risiko Rendah,Wheel Loader,Risiko Tinggi
26,3338,Dalam Perbaikan,3,Risiko Rendah,Compactor,Risiko Tinggi
9,7892,Dalam Perbaikan,10,Risiko Rendah,Motor Grader,Risiko Tinggi
2,4544,Dalam Perbaikan,2,Risiko Sedang,Lainnya,Risiko Rendah
13,3653,Baik,10,Risiko Tinggi,Motor Grader,Risiko Tinggi
1,7929,Baik,5,Risiko Tinggi,Bulldozer,Risiko Tinggi
1,2008,Dalam Perbaikan,6,Risiko Tinggi,Wheel Loader,Risiko Rendah
25,8,Rusak,9,Risiko Sedang,Bulldozer,Risiko Tinggi
26,492,Rusak,4,Risiko Tinggi,Compactor,Risiko Tinggi
0,5570,Rusak,5,Risiko Tinggi,Motor Grader,Risiko Tinggi
8,6886,Dalam Perbaikan,4,Risiko Rendah,Bulldozer,Risiko Tinggi
3,4375,Dalam Perbaikan,1,Risiko Sedang,Backhoe Loader,Risiko Rendah
14,5721,Baik,2,Risiko Tinggi,Dump Truck,Risiko Tinggi
18,7194,Rusak,3,Risiko Tinggi,Dump Truck,Risiko Tinggi
1,2607,Dalam Perbaikan,5,Risiko Tinggi,Compactor,Risiko Rendah
2,5797,Rusak,4,Risiko Rendah,Crane,Risiko Tinggi
16,1725,Rusak,9,Risiko Sedang,Excavator,Risiko Tinggi
4,1095,Dalam Perbaikan,0,Risiko Tinggi,Wheel Loader,Risiko Rendah
26,7384,Baik,10,Risiko Rendah,Forklift,Risiko Tinggi
9,7334,Dalam Perbaikan,7,Risiko Sedang,Dump Truck,Risiko Tinggi
24,6449,Dalam Perbaikan,10,Risiko Rendah,Dump Truck,Risiko Tinggi
26,7311,Dalam Perbaikan,7,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
15,7962,Rusak,9,Risiko Sedang,Forklift,Risiko Tinggi
21,6874,Dalam Perbaikan,0,Risiko Rendah,Wheel Loader,Risiko Tinggi
15,7669,Baik,7,Risiko Rendah,Motor Grader,Risiko Tinggi
3,162,Rusak,10,Risiko Tinggi,Crane,Risiko Sedang
20,737,Dalam Perbaikan,10,Risiko Sedang,Motor Grader,Risiko Tinggi
19,4045,Rusak,0,Risiko Sedang,Wheel Loader,Risiko Tinggi
4,5791,Dalam Perbaikan,3,Risiko Rendah,Motor Grader,Risiko Tinggi
0,5230,Rusak,1,Risiko Sedang,Lainnya,Risiko Tinggi
10,4046,Baik,8,Risiko Rendah,Lainnya,Risiko Sedang
5,5590,Dalam Perbaikan,9,Risiko Rendah,Backhoe Loader,Risiko Tinggi
8,1050,Dalam Perbaikan,1,Risiko Rendah,Compactor,Risiko Rendah
8,7008,Baik,8,Risiko Tinggi,Compactor,Risiko Tinggi
20,6944,Dalam Perbaikan,0,Risiko Tinggi,Dump Truck,Risiko Tinggi
7,2071,Dalam Perbaikan,8,Risiko Sedang,Excavator,Risiko Rendah
13,5250,Dalam Perbaikan,10,Risiko Rendah,Crane,Risiko Tinggi
13,6916,Rusak,4,Risiko Rendah,Dump Truck,Risiko Tinggi
12,4059,Rusak,8,Risiko Rendah,Motor Grader,Risiko Sedang
25,2276,Rusak,8,Risiko Sedang,Crane,Risiko Tinggi
26,3210,Baik,5,Risiko Rendah,Lainnya,Risiko Tinggi
1,207,Dalam Perbaikan,3,Risiko Tinggi,Forklift,Risiko Rendah
24,7512,Baik,3,Risiko Rendah,Crane,Risiko Tinggi
17,514,Dalam Perbaikan,10,Risiko Rendah,Excavator,Risiko Tinggi
11,3538,Baik,9,Risiko Tinggi,Crane,Risiko Sedang
0,2051,Baik,1,Risiko Sedang,Motor Grader,Risiko Rendah
16,6819,Baik,5,Risiko Tinggi,Motor Grader,Risiko Tinggi
24,6354,Dalam Perbaikan,9,Risiko Sedang,Backhoe Loader,Risiko Tinggi
6,3657,Dalam Perbaikan,1,Risiko Rendah,Excavator,Risiko Rendah
25,3091,Rusak,1,Risiko Rendah,Excavator,Risiko Tinggi
1,3620,Baik,4,Risiko Tinggi,Forklift,Risiko Rendah
24,834,Dalam Perbaikan,0,Risiko Tinggi,Excavator,Risiko Tinggi
17,6962,Rusak,6,Risiko Rendah,Lainnya,Risiko Tinggi
2,3367,Baik,9,Risiko Tinggi,Lainnya,Risiko Sedang
26,3714,Rusak,7,Risiko Sedang,Lainnya,Risiko Tinggi
7,829,Rusak,10,Risiko Tinggi,Excavator,Risiko Sedang
12,4237,Rusak,9,Risiko Rendah,Backhoe Loader,Risiko Sedang
23,100,Dalam Perbaikan,1,Risiko Tinggi,Motor Grader,Risiko Tinggi
8,1032,Dalam Perbaikan,8,Risiko Sedang,Crane,Risiko Sedang
13,3943,Dalam Perbaikan,9,Risiko Sedang,Bulldozer,Risiko Tinggi
19,1127,Baik,0,Risiko Rendah,Compactor,Risiko Tinggi
8,3570,Dalam Perbaikan,10,Risiko Sedang,Compactor,Risiko Sedang
8,7251,Dalam Perbaikan,2,Risiko Rendah,Wheel Loader,Risiko Tinggi
17,4942,Rusak,4,Risiko Sedang,Excavator,Risiko Tinggi
10,4804,Dalam Perbaikan,10,Risiko Rendah,Excavator,Risiko Sedang
19,4154,Dalam Perbaikan,0,Risiko Sedang,Crane,Risiko Tinggi
20,7999,Baik,10,Risiko Rendah,Backhoe Loader,Risiko Tinggi
16,1551,Dalam Perbaikan,7,Risiko Tinggi,Wheel Loader,Risiko Tinggi
7,5672,Rusak,9,Risiko Tinggi,Crane,Risiko Tinggi
7,2454,Rusak,5,Risiko Rendah,Backhoe Loader,Risiko Rendah
12,7177,Baik,7,Risiko Rendah,Excavator,Risiko Tinggi
6,1827,Dalam Perbaikan,3,Risiko Sedang,Lainnya,Risiko Rendah
20,1958,Rusak,5,Risiko Tinggi,Forklift,Risiko Tinggi
20,3279,Baik,0,Risiko Sedang,Excavator,Risiko Tinggi
24,2931,Baik,8,Risiko Rendah,Bulldozer,Risiko Tinggi
17,3607,Baik,10,Risiko Tinggi,Crane,Risiko Tinggi
25,7989,Baik,3,Risiko Rendah,Compactor,Risiko Tinggi
21,1793,Rusak,2,Risiko Sedang,Dump Truck,Risiko Tinggi
19,1462,Baik,0,Risiko Rendah,Compactor,Risiko Tinggi
23,171,Dalam Perbaikan,2,Risiko Sedang,Backhoe Loader,Risiko Tinggi
16,7668,Baik,4,Risiko Sedang,Motor Grader,Risiko Tinggi
15,6631,Rusak,10,Risiko Rendah,Dump Truck,Risiko Tinggi
1,5105,Rusak,1,Risiko Rendah,Bulldozer,Risiko Tinggi
22,6511,Baik,3,Risiko Tinggi,Forklift,Risiko Tinggi
4,3065,Rusak,9,Risiko Sedang,Motor Grader,Risiko Sedang
25,6251,Dalam Perbaikan,9,Risiko Rendah,Dump Truck,Risiko Tinggi
17,6468,Baik,5,Risiko Rendah,Excavator,Risiko Tinggi
6,6517,Rusak,2,Risiko Tinggi,Lainnya,Risiko Tinggi
11,1714,Dalam Perbaikan,1,Risiko Sedang,Lainnya,Risiko Rendah
24,1371,Dalam Perbaikan,6,Risiko Tinggi,Dump Truck,Risiko Tinggi
15,4084,Dalam Perbaikan,7,Risiko Rendah,Crane,Risiko Tinggi
4,3062,Dalam Perbaikan,7,Risiko Tinggi,Wheel Loader,Risiko Sedang
11,2198,Dalam Perbaikan,6,Risiko Tinggi,Lainnya,Risiko Sedang
6,299,Baik,3,Risiko Rendah,Wheel Loader,Risiko Rendah
19,3243,Baik,4,Risiko Sedang,Forklift,Risiko Tinggi
8,1287,Rusak,4,Risiko Tinggi,Backhoe Loader,Risiko Sedang
22,6157,Baik,4,Risiko Sedang,Dump Truck,Risiko Tinggi
15,1885,Dalam Perbaikan,0,Risiko Sedang,Dump Truck,Risiko Tinggi
7,2755,Rusak,7,Risiko Sedang,Forklift,Risiko Sedang
13,3010,Rusak,5,Risiko Sedang,Forklift,Risiko Tinggi
26,1471,Rusak,3,Risiko Sedang,Backhoe Loader,Risiko Tinggi
15,7384,Baik,4,Risiko Tinggi,Dump Truck,Risiko Tinggi
9,5272,Baik,4,Risiko Rendah,Backhoe Loader,Risiko Tinggi
23,584,Rusak,0,Risiko Tinggi,Motor Grader,Risiko Tinggi
16,1610,Dalam Perbaikan,5,Risiko Sedang,Compactor,Risiko Tinggi
3,6681,Dalam Perbaikan,4,Risiko Rendah,Lainnya,Risiko Tinggi
22,7004,Dalam Perbaikan,8,Risiko Sedang,Excavator,Risiko Tinggi
2,2453,Rusak,5,Risiko Sedang,Forklift,Risiko Rendah
0,4750,Dalam Perbaikan,0,Risiko Sedang,Dump Truck,Risiko Rendah
2,7794,Baik,6,Risiko Rendah,Motor Grader,Risiko Tinggi
3,6136,Baik,7,Risiko Rendah,Dump Truck,Risiko Tinggi
8,6438,Dalam Perbaikan,7,Risiko Tinggi,Wheel Loader,Risiko Tinggi
16,6487,Baik,5,Risiko Rendah,Forklift,Risiko Tinggi
2,7716,Dalam Perbaikan,6,Risiko Rendah,Wheel Loader,Risiko Tinggi
12,6987,Dalam Perbaikan,0,Risiko Sedang,Bulldozer,Risiko Tinggi
8,7157,Baik,4,Risiko Tinggi,Excavator,Risiko Tinggi
11,6638,Dalam Perbaikan,5,Risiko Sedang,Motor Grader,Risiko Tinggi
13,3487,Dalam Perbaikan,6,Risiko Tinggi,Dump Truck,Risiko Tinggi
17,2671,Dalam Perbaikan,0,Risiko Tinggi,Excavator,Risiko Tinggi
22,1259,Rusak,9,Risiko Tinggi,Lainnya,Risiko Tinggi
7,4701,Rusak,6,Risiko Rendah,Forklift,Risiko Sedang
24,4378,Rusak,3,Risiko Sedang,Backhoe Loader,Risiko Tinggi
16,4665,Rusak,10,Risiko Sedang,Backhoe Loader,Risiko Tinggi
21,854,Dalam Perbaikan,8,Risiko Rendah,Excavator,Risiko Tinggi
0,5644,Dalam Perbaikan,7,Risiko Rendah,Bulldozer,Risiko Tinggi
20,569,Rusak,4,Risiko Rendah,Motor Grader,Risiko Tinggi
17,5403,Dalam Perbaikan,1,Risiko Sedang,Excavator,Risiko Tinggi
15,4247,Baik,2,Risiko Sedang,Forklift,Risiko Tinggi
14,1286,Baik,2,Risiko Tinggi,Forklift,Risiko Tinggi
11,6087,Baik,6,Risiko Rendah,Bulldozer,Risiko Tinggi
20,2537,Rusak,10,Risiko Sedang,Bulldozer,Risiko Tinggi
7,4711,Rusak,9,Risiko Rendah,Dump Truck,Risiko Sedang
4,5610,Rusak,4,Risiko Rendah,Excavator,Risiko Tinggi
22,3651,Baik,6,Risiko Tinggi,Motor Grader,Risiko Tinggi
10,2694,Dalam Perbaikan,7,Risiko Sedang,Wheel Loader,Risiko Sedang
8,320,Dalam Perbaikan,1,Risiko Sedang,Wheel Loader,Risiko Rendah
15,5736,Dalam Perbaikan,4,Risiko Sedang,Lainnya,Risiko Tinggi
0,6635,Baik,6,Risiko Rendah,Bulldozer,Risiko Tinggi
7,6006,Rusak,7,Risiko Sedang,Bulldozer,Risiko Tinggi
4,4658,Baik,6,Risiko Tinggi,Excavator,Risiko Rendah
19,7254,Baik,4,Risiko Tinggi,Dump Truck,Risiko Tinggi
17,5461,Baik,3,Risiko Sedang,Forklift,Risiko Tinggi
2,4528,Baik,5,Risiko Rendah,Backhoe Loader,Risiko Rendah
10,6279,Rusak,6,Risiko Sedang,Bulldozer,Risiko Tinggi
18,1698,Dalam Perbaikan,0,Risiko Sedang,Excavator,Risiko Tinggi
24,5233,Dalam Perbaikan,10,Risiko Tinggi,Wheel Loader,Risiko Tinggi
14,2815,Dalam Perbaikan,6,Risiko Rendah,Forklift,Risiko Tinggi
25,87,Rusak,1,Risiko Tinggi,Bulldozer,Risiko Tinggi
16,5491,Dalam Perbaikan,7,Risiko Sedang,Wheel Loader,Risiko Tinggi
24,676,Dalam Perbaikan,10,Risiko Rendah,Wheel Loader,Risiko Tinggi
22,3856,Rusak,2,Risiko Rendah,Excavator,Risiko Tinggi
7,823,Baik,4,Risiko Rendah,Dump Truck,Risiko Rendah
3,3201,Baik,1,Risiko Tinggi,Excavator,Risiko Rendah
5,2238,Baik,7,Risiko Sedang,Bulldozer,Risiko Rendah
20,5852,Baik,10,Risiko Tinggi,Motor Grader,Risiko Tinggi
12,5707,Baik,10,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
14,5655,Rusak,7,Risiko Rendah,Lainnya,Risiko Tinggi
26,398,Rusak,3,Risiko Rendah,Crane,Risiko Tinggi
19,1638,Baik,0,Risiko Sedang,Excavator,Risiko Tinggi
26,2761,Baik,10,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
19,7854,Baik,10,Risiko Rendah,Bulldozer,Risiko Tinggi
25,3405,Dalam Perbaikan,1,Risiko Sedang,Crane,Risiko Tinggi
9,5134,Baik,9,Risiko Rendah,Dump Truck,Risiko Tinggi
14,7691,Rusak,1,Risiko Rendah,Motor Grader,Risiko Tinggi
23,2921,Rusak,2,Risiko Rendah,Forklift,Risiko Tinggi
6,2590,Baik,6,Risiko Rendah,Wheel Loader,Risiko Rendah
19,540,Dalam Perbaikan,4,Risiko Tinggi,Lainnya,Risiko Tinggi
15,359,Baik,3,Risiko Sedang,Compactor,Risiko Tinggi
2,4905,Rusak,1,Risiko Tinggi,Dump Truck,Risiko Sedang
1,7554,Dalam Perbaikan,2,Risiko Sedang,Backhoe Loader,Risiko Tinggi
7,2657,Dalam Perbaikan,6,Risiko Tinggi,Bulldozer,Risiko Rendah
16,1436,Dalam Perbaikan,5,Risiko Tinggi,Wheel Loader,Risiko Tinggi
24,2745,Baik,9,Risiko Tinggi,Wheel Loader,Risiko Tinggi
14,4186,Dalam Perbaikan,3,Risiko Tinggi,Lainnya,Risiko Tinggi
4,108,Baik,0,Risiko Tinggi,Backhoe Loader,Risiko Rendah
17,1936,Dalam Perbaikan,6,Risiko Rendah,Lainnya,Risiko Tinggi
24,490,Baik,5,Risiko Sedang,Compactor,Risiko Tinggi
20,1242,Rusak,3,Risiko Tinggi,Excavator,Risiko Tinggi
19,7564,Dalam Perbaikan,9,Risiko Sedang,Crane,Risiko Tinggi
22,2278,Rusak,10,Risiko Rendah,Dump Truck,Risiko Tinggi
1,3398,Dalam Perbaikan,4,Risiko Rendah,Motor Grader,Risiko Rendah
3,2713,Rusak,3,Risiko Rendah,Dump Truck,Risiko Rendah
25,7427,Dalam Perbaikan,3,Risiko Tinggi,Motor Grader,Risiko Tinggi
7,7149,Rusak,8,Risiko Sedang,Bulldozer,Risiko Tinggi
12,5159,Baik,1,Risiko Sedang,Backhoe Loader,Risiko Tinggi
20,426,Dalam Perbaikan,2,Risiko Rendah,Bulldozer,Risiko Tinggi
24,1422,Dalam Perbaikan,8,Risiko Rendah,Motor Grader,Risiko Tinggi
10,640,Rusak,7,Risiko Sedang,Bulldozer,Risiko Sedang
3,1618,Baik,6,Risiko Rendah,Lainnya,Risiko Rendah
19,2483,Rusak,9,Risiko Sedang,Motor Grader,Risiko Tinggi
18,7064,Rusak,1,Risiko Sedang,Forklift,Risiko Tinggi
14,1374,Rusak,7,Risiko Sedang,Dump Truck,Risiko Tinggi
7,6020,Rusak,2,Risiko Sedang,Excavator,Risiko Tinggi
2,3124,Rusak,1,Risiko Sedang,Lainnya,Risiko Sedang
9,1251,Dalam Perbaikan,2,Risiko Sedang,Forklift,Risiko Rendah
12,2505,Rusak,4,Risiko Sedang,Dump Truck,Risiko Sedang
7,3939,Baik,5,Risiko Rendah,Wheel Loader,Risiko Rendah
20,1267,Baik,0,Risiko Rendah,Dump Truck,Risiko Tinggi
3,5942,Rusak,7,Risiko Sedang,Forklift,Risiko Tinggi
14,7950,Dalam Perbaikan,5,Risiko Sedang,Wheel Loader,Risiko Tinggi
17,5251,Dalam Perbaikan,1,Risiko Sedang,Excavator,Risiko Tinggi
23,3152,Dalam Perbaikan,2,Risiko Rendah,Forklift,Risiko Tinggi
18,6318,Dalam Perbaikan,5,Risiko Tinggi,Wheel Loader,Risiko Tinggi
6,5640,Rusak,0,Risiko Tinggi,Forklift,Risiko Tinggi
13,6026,Baik,3,Risiko Sedang,Excavator,Risiko Tinggi
0,2960,Dalam Perbaikan,10,Risiko Rendah,Bulldozer,Risiko Rendah
18,4959,Rusak,10,Risiko Rendah,Compactor,Risiko Tinggi
19,4932,Dalam Perbaikan,10,Risiko Rendah,Excavator,Risiko Tinggi
23,6315,Baik,10,Risiko Tinggi,Forklift,Risiko Tinggi
14,5784,Dalam Perbaikan,1,Risiko Tinggi,Motor Grader,Risiko Tinggi
13,1358,Rusak,4,Risiko Tinggi,Compactor,Risiko Tinggi
10,7927,Dalam Perbaikan,10,Risiko Sedang,Lainnya,Risiko Tinggi
17,6012,Rusak,1,Risiko Rendah,Lainnya,Risiko Tinggi
2,6533,Rusak,2,Risiko Sedang,Motor Grader,Risiko Tinggi
3,3260,Dalam Perbaikan,4,Risiko Rendah,Bulldozer,Risiko Sedang
0,4028,Baik,1,Risiko Rendah,Forklift,Risiko Rendah
10,3414,Dalam Perbaikan,4,Risiko Tinggi,Forklift,Risiko Sedang
21,1445,Rusak,2,Risiko Tinggi,Bulldozer,Risiko Tinggi
20,3985,Baik,8,Risiko Rendah,Wheel Loader,Risiko Tinggi
8,6671,Baik,2,Risiko Rendah,Excavator,Risiko Tinggi
3,1496,Baik,4,Risiko Sedang,Wheel Loader,Risiko Rendah
6,7479,Dalam Perbaikan,1,Risiko Tinggi,Bulldozer,Risiko Tinggi
24,2401,Baik,6,Risiko Rendah,Compactor,Risiko Tinggi
24,2802,Baik,9,Risiko Rendah,Wheel Loader,Risiko Tinggi
11,5511,Baik,0,Risiko Rendah,Compactor,Risiko Tinggi
2,7825,Baik,10,Risiko Tinggi,Excavator,Risiko Tinggi
23,1729,Dalam Perbaikan,0,Risiko Sedang,Lainnya,Risiko Tinggi
10,7881,Rusak,7,Risiko Sedang,Crane,Risiko Tinggi
7,3518,Rusak,5,Risiko Tinggi,Crane,Risiko Sedang
16,6691,Baik,5,Risiko Tinggi,Forklift,Risiko Tinggi
14,5003,Baik,5,Risiko Sedang,Backhoe Loader,Risiko Tinggi
26,3743,Dalam Perbaikan,6,Risiko Tinggi,Bulldozer,Risiko Tinggi
26,4930,Baik,8,Risiko Sedang,Motor Grader,Risiko Tinggi
15,3702,Dalam Perbaikan,10,Risiko Tinggi,Wheel Loader,Risiko Tinggi
10,3384,Dalam Perbaikan,3,Risiko Rendah,Crane,Risiko Sedang
26,5191,Rusak,0,Risiko Tinggi,Crane,Risiko Tinggi
5,3639,Baik,9,Risiko Sedang,Forklift,Risiko Rendah
3,5018,Baik,5,Risiko Sedang,Wheel Loader,Risiko Tinggi
5,7021,Dalam Perbaikan,1,Risiko Tinggi,Forklift,Risiko Tinggi
17,4973,Baik,2,Risiko Tinggi,Lainnya,Risiko Tinggi
1,7018,Dalam Perbaikan,8,Risiko Rendah,Bulldozer,Risiko Tinggi
11,6527,Baik,4,Risiko Tinggi,Dump Truck,Risiko Tinggi
12,1376,Rusak,1,Risiko Sedang,Dump Truck,Risiko Sedang
19,1993,Baik,2,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
23,3562,Dalam Perbaikan,0,Risiko Rendah,Crane,Risiko Tinggi
14,6277,Rusak,3,Risiko Tinggi,Compactor,Risiko Tinggi
5,3901,Dalam Perbaikan,1,Risiko Tinggi,Bulldozer,Risiko Sedang
9,5190,Dalam Perbaikan,7,Risiko Rendah,Crane,Risiko Tinggi
19,7633,Dalam Perbaikan,9,Risiko Rendah,Crane,Risiko Tinggi
14,7456,Dalam Perbaikan,6,Risiko Tinggi,Dump Truck,Risiko Tinggi
13,6622,Baik,3,Risiko Sedang,Backhoe Loader,Risiko Tinggi
17,718,Baik,1,Risiko Sedang,Lainnya,Risiko Tinggi
20,6099,Baik,9,Risiko Sedang,Bulldozer,Risiko Tinggi
16,7815,Rusak,9,Risiko Tinggi,Excavator,Risiko Tinggi
17,506,Dalam Perbaikan,8,Risiko Rendah,Forklift,Risiko Tinggi
13,2618,Rusak,10,Risiko Rendah,Dump Truck,Risiko Tinggi
5,4928,Dalam Perbaikan,3,Risiko Rendah,Forklift,Risiko Rendah
26,4409,Rusak,5,Risiko Rendah,Compactor,Risiko Tinggi
0,1793,Rusak,10,Risiko Sedang,Bulldozer,Risiko Sedang
7,2321,Baik,10,Risiko Tinggi,Excavator,Risiko Rendah
7,2622,Rusak,8,Risiko Tinggi,Backhoe Loader,Risiko Sedang
18,6944,Dalam Perbaikan,9,Risiko Sedang,Motor Grader,Risiko Tinggi
11,2387,Dalam Perbaikan,6,Risiko Rendah,Crane,Risiko Sedang
22,6782,Dalam Perbaikan,3,Risiko Tinggi,Motor Grader,Risiko Tinggi
4,6027,Baik,2,Risiko Sedang,Forklift,Risiko Tinggi
17,6676,Dalam Perbaikan,2,Risiko Rendah,Dump Truck,Risiko Tinggi
14,2764,Rusak,10,Risiko Sedang,Crane,Risiko Tinggi
2,3206,Rusak,1,Risiko Tinggi,Compactor,Risiko Sedang
17,5704,Baik,8,Risiko Sedang,Backhoe Loader,Risiko Tinggi
22,2649,Dalam Perbaikan,0,Risiko Tinggi,Compactor,Risiko Tinggi
12,5362,Baik,9,Risiko Rendah,Wheel Loader,Risiko Tinggi
4,3952,Rusak,2,Risiko Rendah,Motor Grader,Risiko Rendah
1,6130,Baik,10,Risiko Rendah,Crane,Risiko Tinggi
3,7013,Dalam Perbaikan,1,Risiko Tinggi,Bulldozer,Risiko Tinggi
14,7785,Rusak,10,Risiko Rendah,Excavator,Risiko Tinggi
23,2912,Rusak,2,Risiko Rendah,Backhoe Loader,Risiko Tinggi
10,5325,Rusak,9,Risiko Sedang,Bulldozer,Risiko Tinggi
6,5919,Rusak,3,Risiko Rendah,Backhoe Loader,Risiko Tinggi
19,3249,Rusak,4,Risiko Tinggi,Lainnya,Risiko Tinggi
21,5347,Dalam Perbaikan,6,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
2,3798,Dalam Perbaikan,6,Risiko Sedang,Wheel Loader,Risiko Sedang
15,95,Baik,1,Risiko Rendah,Backhoe Loader,Risiko Tinggi
11,5254,Dalam Perbaikan,8,Risiko Rendah,Excavator,Risiko Tinggi
8,4693,Dalam Perbaikan,7,Risiko Sedang,Backhoe Loader,Risiko Sedang
1,4856,Baik,6,Risiko Sedang,Forklift,Risiko Rendah
17,4681,Baik,1,Risiko Sedang,Backhoe Loader,Risiko Tinggi
4,7445,Dalam Perbaikan,2,Risiko Sedang,Excavator,Risiko Tinggi
14,4555,Dalam Perbaikan,8,Risiko Sedang,Backhoe Loader,Risiko Tinggi
10,6857,Dalam Perbaikan,8,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
2,6168,Baik,10,Risiko Rendah,Bulldozer,Risiko Tinggi
7,5695,Baik,0,Risiko Tinggi,Wheel Loader,Risiko Tinggi
1,2574,Baik,0,Risiko Rendah,Lainnya,Risiko Rendah
20,5346,Baik,1,Risiko Tinggi,Compactor,Risiko Tinggi
2,286,Baik,1,Risiko Tinggi,Compactor,Risiko Rendah
15,7915,Dalam Perbaikan,2,Risiko Sedang,Excavator,Risiko Tinggi
19,2462,Baik,8,Risiko Sedang,Dump Truck,Risiko Tinggi
12,1145,Dalam Perbaikan,7,Risiko Tinggi,Crane,Risiko Sedang
10,7461,Rusak,9,Risiko Tinggi,Dump Truck,Risiko Tinggi
20,5635,Baik,10,Risiko Rendah,Motor Grader,Risiko Tinggi
25,1540,Baik,4,Risiko Rendah,Bulldozer,Risiko Tinggi
7,4522,Baik,9,Risiko Sedang,Compactor,Risiko Rendah
22,5972,Dalam Perbaikan,6,Risiko Rendah,Dump Truck,Risiko Tinggi
18,2135,Rusak,10,Risiko Rendah,Forklift,Risiko Tinggi
12,682,Rusak,10,Risiko Sedang,Bulldozer,Risiko Sedang
9,1669,Baik,10,Risiko Tinggi,Compactor,Risiko Sedang
6,5708,Dalam Perbaikan,3,Risiko Tinggi,Crane,Risiko Tinggi
8,5384,Dalam Perbaikan,8,Risiko Tinggi,Bulldozer,Risiko Tinggi
13,6730,Baik,5,Risiko Sedang,Forklift,Risiko Tinggi
26,7897,Dalam Perbaikan,3,Risiko Rendah,Compactor,Risiko Tinggi
23,4353,Baik,10,Risiko Tinggi,Forklift,Risiko Tinggi
24,2698,Dalam Perbaikan,1,Risiko Sedang,Crane,Risiko Tinggi
2,2238,Baik,3,Risiko Sedang,Excavator,Risiko Rendah
23,3089,Baik,6,Risiko Rendah,Backhoe Loader,Risiko Tinggi
21,4312,Dalam Perbaikan,4,Risiko Tinggi,Wheel Loader,Risiko Tinggi
23,4333,Rusak,9,Risiko Sedang,Dump Truck,Risiko Tinggi
18,4976,Baik,0,Risiko Rendah,Crane,Risiko Tinggi
2,3191,Baik,5,Risiko Tinggi,Dump Truck,Risiko Rendah
